resId;en;ru
DocStr23129;"If there is no category associated with the link data, this uses the category of the ""from"" node data if it is not an empty string, or else tries to use the category of the ""to"" node data. The default category is the empty string";"If there is no category associated with the link data, this uses the category of the ""from"" node data if it is not an empty string, or else tries to use the category of the ""to"" node data. The default category is the empty string"
DocStr23130;The result is used in a call to {0};The result is used in a call to {0}
DocStr23131;Given a category and the link data, find a {0} to use in making the {1};Given a category and the link data, find a {0} to use in making the {1}
DocStr23132;a {0} taken from either {1} or {2}, or null if no template is found;a {0} taken from either {1} or {2}, or null if no template is found
DocStr23133;"the data that this link is bound to; must not be a {0} or any {1}";"the data that this link is bound to; must not be a {0} or any {1}"
DocStr23134;the category for the link;the category for the link
DocStr23135;a newly created {0};a newly created {0}
DocStr23136;the data in the {0} that holds link relationship information;the data in the {0} that holds link relationship information
DocStr23137;the model that the {0} is in, an {1};the model that the {0} is in, an {1}
DocStr23138;a {0}, or null if such a link has not been created for that data;a {0}, or null if such a link has not been created for that data
DocStr23139;Remove any {0} that exists in the diagram for the {1};Remove any {0} that exists in the diagram for the {1}
DocStr23140;Given a pair of node data for which there is a link relationship, find the corresponding {0} in this diagram;Given a pair of node data for which there is a link relationship, find the corresponding {0} in this diagram
DocStr23141;the data from which the link relationship comes;the data from which the link relationship comes
DocStr23142;the data to which the link relationship goes;the data to which the link relationship goes
DocStr23143;the model that the node data are in, not an {0};the model that the node data are in, not an {0}
DocStr23144;a {0}, or null if such a link has not been created for that pair of node data;a {0}, or null if such a link has not been created for that pair of node data
DocStr23145;Decide whether the link relationship between a particular pair of node data should be represented in the diagram by a {0};Decide whether the link relationship between a particular pair of node data should be represented in the diagram by a {0}
DocStr23146;Make sure a {0} exists for the link relationship between the given pair of node data, added to the {1} specified by its {2};Make sure a {0} exists for the link relationship between the given pair of node data, added to the {1} specified by its {2}
DocStr23147;the {0} for the connecting the two node data, either an existing one or a newly created one, or null if {1} returns false or if the diagram is uninitialized;the {0} for the connecting the two node data, either an existing one or a newly created one, or null if {1} returns false or if the diagram is uninitialized
DocStr23148;Remove any {0} that exists for a pair of given node data;Remove any {0} that exists for a pair of given node data
DocStr23149;Called after the {0} is added to the diagram;Called after the {0} is added to the diagram
DocStr23150;Called before the {0} is removed from the diagram;Called before the {0} is removed from the diagram
DocStr23151;Called after the {0} is removed from the diagram;Called after the {0} is removed from the diagram
DocStr23152;Gets or sets whether this {0} should call {1} for each {2} that has a new list of {3};Gets or sets whether this {0} should call {1} for each {2} that has a new list of {3}
DocStr23153;This is called after link routing, if {0} is true, to allow the link's {1} to be copied to the link data;This is called after link routing, if {0} is true, to allow the link's {1} to be copied to the link data
DocStr23154;Typically one would override this in the following manner: {0};Typically one would override this in the following manner: {0}
DocStr23155;Called after a part is added to a group node's members;Called after a part is added to a group node's members
DocStr23156;a {0} that has been added to the {1};a {0} that has been added to the {1}
DocStr23157;Called after a part is removed from a group node's members;Called after a part is removed from a group node's members
DocStr23158;a {0} that has been removed from the {1};a {0} that has been removed from the {1}
DocStr23159;This is called by {0} to make sure all of the node's connected {1}s exist in the diagram;This is called by {0} to make sure all of the node's connected {1}s exist in the diagram
DocStr23160;This is called by {0} to allow all of the child nodes and links for a particular {1} to be removed from the diagram;This is called by {0} to allow all of the child nodes and links for a particular {1} to be removed from the diagram
DocStr23161;This is called by {0} to make sure the group's member {1}s and {2}s all exist in the diagram;This is called by {0} to make sure the group's member {1}s and {2}s all exist in the diagram
DocStr23162;This is called by {0} to allow the member {1}s and {2}s to be removed from the diagram;This is called by {0} to allow the member {1}s and {2}s to be removed from the diagram
DocStr23163;Copy a collection of {0}s from this model to a given model;Copy a collection of {0}s from this model to a given model
DocStr23164;a collection of {0}s that are in this model;a collection of {0}s that are in this model
DocStr23165;"if null, this creates a model like this one by calling {0}; the new model is available from the returned {1} as its {2} property";"if null, this creates a model like this one by calling {0}; the new model is available from the returned {1} as its {2} property"
DocStr23166;an {0} that maps original parts to the copied ones;an {0} that maps original parts to the copied ones
DocStr23167;Remove a collection of {0}s from this model;Remove a collection of {0}s from this model
DocStr23168;Select the {0}s in this diagram corresponding to a collection of model data;Select the {0}s in this diagram corresponding to a collection of model data
DocStr23169;First this clears this {0}'s selection. Then it finds each {1} or {2} corresponding to the data in {3} and sets its {4} to true;First this clears this {0}'s selection. Then it finds each {1} or {2} corresponding to the data in {3} and sets its {4} to true
DocStr23170;Return a collection of {0}s in this diagram corresponding to some model data;Return a collection of {0}s in this diagram corresponding to some model data
DocStr23171;a sequence of both {0}s and {1}s;a sequence of both {0}s and {1}s
DocStr23172;If this model is an {0}, this just calls {1} and collects the {2}s that are found. Otherwise it looks for {3}s that are connected to the nodes in the data collection;If this model is an {0}, this just calls {1} and collects the {2}s that are found. Otherwise it looks for {3}s that are connected to the nodes in the data collection
DocStr23173;Provide access to the {0} for data binding, e.g. inside a {1}, as well as access to the model data itself;Provide access to the {0} for data binding, e.g. inside a {1}, as well as access to the model data itself
DocStr23174;Construct and initialize a {0}, matching up a {1} or {2} with the data to which it is bound, to be used as the {3} of a {4};Construct and initialize a {0}, matching up a {1} or {2} with the data to which it is bound, to be used as the {3} of a {4}
DocStr23175;This implementation of INotifyPropertyChanged does nothing;This implementation of INotifyPropertyChanged does nothing
DocStr23176;Gets the {0} or {1} that is bound to model data;Gets the {0} or {1} that is bound to model data
DocStr23177;This allows for access to {0} properties when data binding in the {1} for the {2} or {3};This allows for access to {0} properties when data binding in the {1} for the {2} or {3}
DocStr23178;Gets the model data that this {0} or {1} is bound to;Gets the model data that this {0} or {1} is bound to
DocStr23179;For example a minimal node template might be: {0} where the text string will the result of calling {1} on your node data object;For example a minimal node template might be: {0} where the text string will the result of calling {1} on your node data object
DocStr23180;This returns {0} as a {1};This returns {0} as a {1}
DocStr23181;This is might be useful for debugging;This is might be useful for debugging
DocStr23182;The value of {0} for those {1}s that are bound to data in a model that does not support separate link data;The value of {0} for those {1}s that are bound to data in a model that does not support separate link data
DocStr23183;Because there are no data objects for links in models such as GraphModel and TreeModel, we keep track of links by instead remembering the two nodes that they connect. This also becomes the value for the {0} property for links, so that link data templates can have access to the node data at either end of the link relationship. This class is not used when the model is {1};Because there are no data objects for links in models such as GraphModel and TreeModel, we keep track of links by instead remembering the two nodes that they connect. This also becomes the value for the {0} property for links, so that link data templates can have access to the node data at either end of the link relationship. This class is not used when the model is {1}
DocStr23184;"Gets the data object for the ""from"" end of this link relationship";"Gets the data object for the ""from"" end of this link relationship"
DocStr23185;The value will not be a {0} unless the model is a {1};The value will not be a {0} unless the model is a {1}
DocStr23186;"Gets the data object for the ""to"" end of this link relationship";"Gets the data object for the ""to"" end of this link relationship"
DocStr23187;Two {0} objects are effectively the same if the {1} and {2} data objects are equal;Two {0} objects are effectively the same if the {1} and {2} data objects are equal
DocStr23188;This is just the combination of the hash codes for the {0} and {1} data objects;This is just the combination of the hash codes for the {0} and {1} data objects
DocStr23189;This enumeration lists ways in which the {0} filter methods can automatically restrict which model data get realized by actual {1}s and {2}s;This enumeration lists ways in which the {0} filter methods can automatically restrict which model data get realized by actual {1}s and {2}s
DocStr23190;This is used as the value of the {0} property;This is used as the value of the {0} property
DocStr23191;"All model data get realized by nodes and links; this is the default value for {0}";"All model data get realized by nodes and links; this is the default value for {0}"
DocStr23192;The children of collapsed tree nodes are not realized;The children of collapsed tree nodes are not realized
DocStr23193;When one expands a tree {0}, {1} is called;When one expands a tree {0}, {1} is called
DocStr23194;The members of collapsed group nodes are not realized;The members of collapsed group nodes are not realized
DocStr23195;When one expands a {0}, {1} is called;When one expands a {0}, {1} is called
DocStr23196;This class is responsible for printing a diagram;This class is responsible for printing a diagram
DocStr23197;Create a default {0};Create a default {0}
DocStr23198;Gets or sets the collection of {0}s to be printed;Gets or sets the collection of {0}s to be printed
DocStr23199;The default value is {0}. A {1} value or an empty collection causes it to print all printable parts in the diagram. All given {2}s must belong to the {3};The default value is {0}. A {1} value or an empty collection causes it to print all printable parts in the diagram. All given {2}s must belong to the {3}
DocStr23200;Gets or sets the area of the model to be printed, in model coordinates;Gets or sets the area of the model to be printed, in model coordinates
DocStr23201;The default value is {0}. A value of {1} causes it to print either the whole {2} if {3} is null or empty, or else the union of the bounds of the given collection of {4};The default value is {0}. A value of {1} causes it to print either the whole {2} if {3} is null or empty, or else the union of the bounds of the given collection of {4}
DocStr23202;Gets or sets the scale factor at which everything is printed;Gets or sets the scale factor at which everything is printed
DocStr23203;The default value is 1. A value of {0} causes it to print at a scale at which the printed area of the diagram will fit on a single page;The default value is 1. A value of {0} causes it to print at a scale at which the printed area of the diagram will fit on a single page
DocStr23204;Gets or sets the margins inside the page size, around the printed area;Gets or sets the margins inside the page size, around the printed area
DocStr23205;The default value is a {0} of 50 on all sides;The default value is a {0} of 50 on all sides
DocStr23206;Gets or sets how printing fills each page;Gets or sets how printing fills each page
DocStr23207;Gets or sets the {0} printed as the background for each page;Gets or sets the {0} printed as the background for each page
DocStr23208;The default value is null -- this prints no per-page decorations;The default value is null -- this prints no per-page decorations
DocStr23209;Gets or sets the {0} printed as the foreground for each page;Gets or sets the {0} printed as the foreground for each page
DocStr23210;The default template prints cut marks and page numbers. You can see its definition in the Generic.XAML file in the docs subdirectory of the GXDiagram installation;The default template prints cut marks and page numbers. You can see its definition in the Generic.XAML file in the docs subdirectory of the GXDiagram installation
DocStr23211;Gets the {0} for which this {1} performs printing;Gets the {0} for which this {1} performs printing
DocStr23212;This RoutedEvent occurs when printing is completed;This RoutedEvent occurs when printing is completed
DocStr23213;This is called after the print operation has completed;This is called after the print operation has completed
DocStr23214;If you override this, be sure to call the base method;If you override this, be sure to call the base method
DocStr23215;Do not use this property, but call {0} to use a {1} safely;Do not use this property, but call {0} to use a {1} safely
DocStr23216;Print the diagram using the choices made in the given {0};Print the diagram using the choices made in the given {0}
DocStr23217;Use a {0} in a safe manner;Use a {0} in a safe manner
DocStr23218;an {0} that is called with a {1} with initialization work beforehand and cleanup work afterwards;an {0} that is called with a {1} with initialization work beforehand and cleanup work afterwards
DocStr23219;Here is one way to create a print-preview capability, assuming {0} is a {1} control and {2} is a temporary disk file path: {3};Here is one way to create a print-preview capability, assuming {0} is a {1} control and {2} is a temporary disk file path: {3}
DocStr23220;This read-only class provides information about the current page while printing;This read-only class provides information about the current page while printing
DocStr23221;Gets a reference to the {0} being printed;Gets a reference to the {0} being printed
DocStr23222;Gets a one-based index of the current page in the total {0} of pages to be printed;Gets a one-based index of the current page in the total {0} of pages to be printed
DocStr23223;Gets the total number of pages to be printed;Gets the total number of pages to be printed
DocStr23224;Gets a one-based index of the current page in the total {0} of pages to be printed for each row;Gets a one-based index of the current page in the total {0} of pages to be printed for each row
DocStr23225;Gets the total number of pages to be printed in each row;Gets the total number of pages to be printed in each row
DocStr23226;Gets a one-based index of the current page in the total {0} of pages to be printed for each column;Gets a one-based index of the current page in the total {0} of pages to be printed for each column
DocStr23227;Gets the total number of pages to be printed in each column;Gets the total number of pages to be printed in each column
DocStr23228;Gets the bounds, in model coordinates, of the total area of the diagram being printed;Gets the bounds, in model coordinates, of the total area of the diagram being printed
DocStr23229;Gets the bounds, in model coordinates, of the area being printed for this page;Gets the bounds, in model coordinates, of the area being printed for this page
DocStr23230;Gets the bounds, in model coordinates, of the whole page being printed;Gets the bounds, in model coordinates, of the whole page being printed
DocStr23231;Gets the actual scale at which the diagram is being printed;Gets the actual scale at which the diagram is being printed
DocStr23232;Gets the size of the current page, in device-independent pixels;Gets the size of the current page, in device-independent pixels
DocStr23233;Not all of the page might actually be printed, depending on the capabilities of the printer;Not all of the page might actually be printed, depending on the capabilities of the printer
DocStr23234;Gets the size and location of the diagram area (within the margins), in device-independent pixels;Gets the size and location of the diagram area (within the margins), in device-independent pixels
DocStr23235;A {0} in the template will be measured and arranged to get these bounds;A {0} in the template will be measured and arranged to get these bounds
DocStr23236;This enumeration provides options for controlling how printing occupies each page;This enumeration provides options for controlling how printing occupies each page
DocStr23237;Only print the requested area of the diagram or the given parts;Only print the requested area of the diagram or the given parts
DocStr23238;Print the {0}'s {1};Print the {0}'s {1}
DocStr23239;Print any background grid pattern that the diagram may have. ({0} must also be true.);Print any background grid pattern that the diagram may have. ({0} must also be true.)
DocStr23240;Print both the {0}'s {1} and any visible {2};Print both the {0}'s {1} and any visible {2}
DocStr23241;Print over the whole page, not just along the left or top sides for those pages that are in the last column or row;Print over the whole page, not just along the left or top sides for those pages that are in the last column or row
DocStr23242;Print over the whole page and include the {0}'s {1};Print over the whole page and include the {0}'s {1}
DocStr23243;Print over the whole page and include the {0}'s {1}, if {2};Print over the whole page and include the {0}'s {1}, if {2}
DocStr23244;Print over the whole page and include the {0}'s {1} and Background;Print over the whole page and include the {0}'s {1} and Background
DocStr23245;A {0} is an object associated with a {1} that computes and remembers the set of points that the link should follow to connect two nodes;A {0} is an object associated with a {1} that computes and remembers the set of points that the link should follow to connect two nodes
DocStr23246;Gets the {0} that owns this {1};Gets the {0} that owns this {1}
DocStr23247;Gets or sets the {0} at which the route should connect to the port;Gets or sets the {0} at which the route should connect to the port
DocStr23248;The default value is {0}. If this value is not {1}, it takes precedence over the {2} attached property on the port element;The default value is {0}. If this value is not {1}, it takes precedence over the {2} attached property on the port element
DocStr23249;Gets or sets the length of the short segment that should start the route;Gets or sets the length of the short segment that should start the route
DocStr23250;This defaults to {0}. If the value is a number, it takes precedence over the {1} attached property on the port element. The effective value is determined by {2};This defaults to {0}. If the value is a number, it takes precedence over the {1} attached property on the port element. The effective value is determined by {2}
DocStr23251;Gets or sets the length of the short segment that should end the route;Gets or sets the length of the short segment that should end the route
DocStr23252;Gets or sets how {0} behaves;Gets or sets how {0} behaves
DocStr23253;"Typically when you have orthogonal links and nodes with ports that have particular spots along the edge of the node, if the whole node is rotated, you would want the connected links to be re-routed to go ""around"" to connect to the ports as if the spots had changed appropriately for that side of the node. You can get that effect by setting this property to {0} or {1}";"Typically when you have orthogonal links and nodes with ports that have particular spots along the edge of the node, if the whole node is rotated, you would want the connected links to be re-routed to go ""around"" to connect to the ports as if the spots had changed appropriately for that side of the node. You can get that effect by setting this property to {0} or {1}"
DocStr23254;Gets or sets the length of the segment between the far edge of the {0} and the {1} at the start of the route;Gets or sets the length of the segment between the far edge of the {0} and the {1} at the start of the route
DocStr23255;The value for this property cannot exceed the length of the first segment of the Route. Except in the case where there is only one segment, in which the value cannot exceed half the length of the single segment. Setting the value to be greater than the limiting length has the same effect as setting it equal to that length;The value for this property cannot exceed the length of the first segment of the Route. Except in the case where there is only one segment, in which the value cannot exceed half the length of the single segment. Setting the value to be greater than the limiting length has the same effect as setting it equal to that length
DocStr23256;Gets or sets the length of the segment between the far edge of the {0} and the {1} at the end of the route;Gets or sets the length of the segment between the far edge of the {0} and the {1} at the end of the route
DocStr23257;The value for this property cannot exceed the length of the last segment of the Route. Except in the case where there is only one segment, in which the value cannot exceed half the length of the single segment. Setting the value to be greater than the limiting length has the same effect as setting it equal to that length;The value for this property cannot exceed the length of the last segment of the Route. Except in the case where there is only one segment, in which the value cannot exceed half the length of the single segment. Setting the value to be greater than the limiting length has the same effect as setting it equal to that length
DocStr23258;Gets or sets the way the path is generated from the route's points;Gets or sets the way the path is generated from the route's points
DocStr23259;Gets or sets how far the control points are offset when the curve is {0} or when there are multiple links between the same two ports;Gets or sets how far the control points are offset when the curve is {0} or when there are multiple links between the same two ports
DocStr23260;This is used to determine the offset distance for the control points of a {0} style link when connecting two ports whose spots are {1}, or when there are multiple links between two ports. This defaults to NaN;This is used to determine the offset distance for the control points of a {0} style link when connecting two ports whose spots are {1}, or when there are multiple links between two ports. This defaults to NaN
DocStr23261;Gets or sets how rounded the corners are for adjacent line segments when the {0} is {1}, {2}, or {3} and the two line segments are orthogonal to each other;Gets or sets how rounded the corners are for adjacent line segments when the {0} is {1}, {2}, or {3} and the two line segments are orthogonal to each other
DocStr23262;This describes the maximum radius of rounded corners, in model coordinates. This defaults to 0;This describes the maximum radius of rounded corners, in model coordinates. This defaults to 0
DocStr23263;Gets whether the segments of the link are always horizontal or vertical;Gets whether the segments of the link are always horizontal or vertical
DocStr23264;You can change the value of this property by setting {0}. This property primarily controls the behavior of {1}, to position the points of the stroke so that straight line segments will be horizontal or vertical. You can have a link drawn with only horizontal and vertical segments if the link's curve is {2}, {3}, or {4}. If the curve is {5}, some of the orthogonally positioned points act as control points to help form the curve. The orthogonal {6} algorithm adds two segments to the normal three segments so that it is possible to connect two ports using only orthogonal lines;You can change the value of this property by setting {0}. This property primarily controls the behavior of {1}, to position the points of the stroke so that straight line segments will be horizontal or vertical. You can have a link drawn with only horizontal and vertical segments if the link's curve is {2}, {3}, or {4}. If the curve is {5}, some of the orthogonally positioned points act as control points to help form the curve. The orthogonal {6} algorithm adds two segments to the normal three segments so that it is possible to connect two ports using only orthogonal lines
DocStr23265;Gets or sets whether the link's path tries to avoid other nodes;Gets or sets whether the link's path tries to avoid other nodes
DocStr23266;Setting this property to {0} or {1} is not recommended when the {2} is {3}. Changing this property will eventually result in a call to {4};Setting this property to {0} or {1} is not recommended when the {2} is {3}. Changing this property will eventually result in a call to {4}
DocStr23267;Gets or sets how far control points are from the points of the Route when Routing is {0} and Curve is {1};Gets or sets how far control points are from the points of the Route when Routing is {0} and Curve is {1}
DocStr23268;This defaults to 0.5;This defaults to 0.5
DocStr23269;Values of this property typically fall in the range of 0.0 to 1.0. A value of 0.0 indicates that the control points of the curve are at the end points, which will result in straight line segments. A value of 1.0 indicates that the control points are one-third of the link's length away from the end point along the direction of the link, and the same distance away in a perpendicular direction. The distance scales linearly with the value of this property, even with negative values and values greater than 1.0;Values of this property typically fall in the range of 0.0 to 1.0. A value of 0.0 indicates that the control points of the curve are at the end points, which will result in straight line segments. A value of 1.0 indicates that the control points are one-third of the link's length away from the end point along the direction of the link, and the same distance away in a perpendicular direction. The distance scales linearly with the value of this property, even with negative values and values greater than 1.0
DocStr23270;The effectiveness of this property depends on the value of {0}. For example, if the routing is {1}, this property is ignored, because {2} will compute the route in {3} without calling {4};The effectiveness of this property depends on the value of {0}. For example, if the routing is {1}, this property is ignored, because {2} will compute the route in {3} without calling {4}
DocStr23271;"Gets or sets the {0} used by {1} to create the {2} for allowing the user to relink the ""from"" end of a {3}";"Gets or sets the {0} used by {1} to create the {2} for allowing the user to relink the ""from"" end of a {3}"
DocStr23272;"Gets or sets the {0} used by {1} to create the {2} for allowing the user to relink the ""to"" end of a {3}";"Gets or sets the {0} used by {1} to create the {2} for allowing the user to relink the ""to"" end of a {3}"
DocStr23273;Gets or sets the {0} used by {1} to create a handle for allowing the user to reshape the route of a {2};Gets or sets the {0} used by {1} to create a handle for allowing the user to reshape the route of a {2}
DocStr23274;This {0} only defines the reshape handle, not the whole {1} for reshaping the link;This {0} only defines the reshape handle, not the whole {1} for reshaping the link
DocStr23275;Produce a string rendering that may help in debugging;Produce a string rendering that may help in debugging
DocStr23276;Gets or sets the list of {0}s in model coordinates that form the route;Gets or sets the list of {0}s in model coordinates that form the route
DocStr23277;The returned list of points should be treated as read-only. Instead of modifying it, call {0}, {1}, {2}, or {3};The returned list of points should be treated as read-only. Instead of modifying it, call {0}, {1}, {2}, or {3}
DocStr23278;Gets the number of points in the route;Gets the number of points in the route
DocStr23279;Gets a particular point of the route;Gets a particular point of the route
DocStr23280;the zero-based index of the desired point;the zero-based index of the desired point
DocStr23281;if the index is negative or beyond the list of {0}, this method will return {1};if the index is negative or beyond the list of {0}, this method will return {1}
DocStr23282;Modify a particular point of the route;Modify a particular point of the route
DocStr23283;"the zero-based index of the point; if beyond range this does nothing";"the zero-based index of the point; if beyond range this does nothing"
DocStr23284;the new point, which should not have infinite coordinate values;the new point, which should not have infinite coordinate values
DocStr23285;Insert a point at a particular position in the route;Insert a point at a particular position in the route
DocStr23286;"the zero-based index of the new point; if less than zero this does nothing; if greater than the number of points it adds the point at the end";"the zero-based index of the new point; if less than zero this does nothing; if greater than the number of points it adds the point at the end"
DocStr23287;Add a point at the end of the route;Add a point at the end of the route
DocStr23288;Remove a particular point from the route;Remove a particular point from the route
DocStr23289;"the zero-based index of the point to extract; if beyond range this does nothing";"the zero-based index of the point to extract; if beyond range this does nothing"
DocStr23290;Modify all of the points by adding a constant offset to each one;Modify all of the points by adding a constant offset to each one
DocStr23291;the values must be a number other than infinity;the values must be a number other than infinity
DocStr23292;Remove all of the points of the route;Remove all of the points of the route
DocStr23293;Declare that the points in this {0} are invalid and request that it call {1} soon;Declare that the points in this {0} are invalid and request that it call {1} soon
DocStr23294;This is called when a node invalidates its connected links ({0}) or when some Route properties have been changed;This is called when a node invalidates its connected links ({0}) or when some Route properties have been changed
DocStr23295;Recalculate route points by calling {0} only if needed;Recalculate route points by calling {0} only if needed
DocStr23296;In case the route has become invalid, e.g. because {0} was called, you need to call this method before you can call {1}. This method is also called by property getters such as {2} and {3} and {4};In case the route has become invalid, e.g. because {0} was called, you need to call this method before you can call {1}. This method is also called by property getters such as {2} and {3} and {4}
DocStr23297;Call {0} right now;Call {0} right now
DocStr23298;This method calls {0} in order to calculate a new route. If you just want to make sure the points are up-to-date, call {1} instead;This method calls {0} in order to calculate a new route. If you just want to make sure the points are up-to-date, call {1} instead
DocStr23299;Gets the point at the middle of the route;Gets the point at the middle of the route
DocStr23300;This is determined by {0};This is determined by {0}
DocStr23301;Computes the point at the middle of the route;Computes the point at the middle of the route
DocStr23302;Gets the angle of the route at the {0};Gets the angle of the route at the {0}
DocStr23303;Compute the angle of the route at the {0};Compute the angle of the route at the {0}
DocStr23304;Compute all of the points of this route;Compute all of the points of this route
DocStr23305;true if the points were calculated;true if the points were calculated
DocStr23306;Compute the intersection point for the edge of a particular port element, given a point, when no particular spot or side has been specified;Compute the intersection point for the edge of a particular port element, given a point, when no particular spot or side has been specified
DocStr23307;the {0} representing a port on the node;the {0} representing a port on the node
DocStr23308;the point in model coordinates to/from which the link should point, normally the center of the port;the point in model coordinates to/from which the link should point, normally the center of the port
DocStr23309;often this point is far away from the node, to give a general direction, particularly an orthogonal one;often this point is far away from the node, to give a general direction, particularly an orthogonal one
DocStr23310;"true if the link is coming out of the port; false if going to the port";"true if the link is coming out of the port; false if going to the port"
DocStr23311;the point in model coordinates of the intersection point on the edge of the port;the point in model coordinates of the intersection point on the edge of the port
DocStr23312;Compute the point on a node/port at which the route of a link should end;Compute the point on a node/port at which the route of a link should end
DocStr23313;a {0} value describing where the link should connect;a {0} value describing where the link should connect
DocStr23314;whether the link should have orthogonal segments;whether the link should have orthogonal segments
DocStr23315;the node at the other end of the link;the node at the other end of the link
DocStr23316;the FrameworkElement port at the other end of the link;the FrameworkElement port at the other end of the link
DocStr23317;Compute the direction in which a link should go from a given point;Compute the direction in which a link should go from a given point
DocStr23318;an angle in degrees;an angle in degrees
DocStr23319;Get the length of the end segment, typically a short distance;Get the length of the end segment, typically a short distance
DocStr23320;Returns the {0}, if it's a non-negative number, or else 10;Returns the {0}, if it's a non-negative number, or else 10
DocStr23321;Returns the {0}, if it's a number, or else a computed value based on how many links connect this pair of nodes/ports;Returns the {0}, if it's a number, or else a computed value based on how many links connect this pair of nodes/ports
DocStr23322;Returns true if an extra or a different point is needed based on {0};Returns true if an extra or a different point is needed based on {0}
DocStr23323;This is only called when the {0} is not {1}, by {2} and {3};This is only called when the {0} is not {1}, by {2} and {3}
DocStr23324;Adjust all of the existing points in this link's stroke in an inclusive range according to new first and last stroke points;Adjust all of the existing points in this link's stroke in an inclusive range according to new first and last stroke points
DocStr23325;the zero-based index of the first point to be changed, to be the value of {0};the zero-based index of the first point to be changed, to be the value of {0}
DocStr23326;the zero-based index of the last point to be changed, to be the value of {0};the zero-based index of the last point to be changed, to be the value of {0}
DocStr23327;This method should return true if the stroke points were adjusted.  Return false to tell {0} to plot the standard path;This method should return true if the stroke points were adjusted.  Return false to tell {0} to plot the standard path
DocStr23328;Maintain the same shape for the stroke, but scale and rotate according to new points {0} and {1};Maintain the same shape for the stroke, but scale and rotate according to new points {0} and {1}
DocStr23329;This method should return true if the stroke points were adjusted.  Return false to tell {0} and {1} to plot the standard stroke path;This method should return true if the stroke points were adjusted.  Return false to tell {0} and {1} to plot the standard stroke path
DocStr23330;The {0} point should be set to {1}, and the {2} point should be set to {3}, and all the intermediate points should be scaled and rotated accordingly to maintain the same shape as the original set of points from {4} to {5}, inclusive. {6} calls this method when {7} is {8}. This method should not be used when {9} is true;The {0} point should be set to {1}, and the {2} point should be set to {3}, and all the intermediate points should be scaled and rotated accordingly to maintain the same shape as the original set of points from {4} to {5}, inclusive. {6} calls this method when {7} is {8}. This method should not be used when {9} is true
DocStr23331;Stretch the points of this stroke by interpolating the points from {0} to {1} between the new points {2} and {3};Stretch the points of this stroke by interpolating the points from {0} to {1} between the new points {2} and {3}
DocStr23332;The {0} point should be set to {1}, and the {2} point should be set to {3}, and all the intermediate points should be interpolated linearly to stretch or compress the original set of points from {4} to {5}, inclusive, along each of the X and Y dimensions. {6} calls this method when {7} is {8}. This method should not be used when {9} is true;The {0} point should be set to {1}, and the {2} point should be set to {3}, and all the intermediate points should be interpolated linearly to stretch or compress the original set of points from {4} to {5}, inclusive, along each of the X and Y dimensions. {6} calls this method when {7} is {8}. This method should not be used when {9} is true
DocStr23333;"Modify only the end points of this stroke to match any new {0} or {1} points; intermediate points are not changed";"Modify only the end points of this stroke to match any new {0} or {1} points; intermediate points are not changed"
DocStr23334;The {0} point should be set to {1}, and the {2} point should be set to {3}, and the intermediate points should be not be changed unless needed to maintain orthogonality when {4} is true;The {0} point should be set to {1}, and the {2} point should be set to {3}, and the intermediate points should be not be changed unless needed to maintain orthogonality when {4} is true
DocStr23335;This method is called by {0} when {1} is true and at least one port has a link spot that is not {2};This method is called by {0} when {1} is true and at least one port has a link spot that is not {2}
DocStr23336;this point will already have been added to the stroke by {0} before calling this method;this point will already have been added to the stroke by {0} before calling this method
DocStr23337;normally 0, 90, 180, or 270 degrees;normally 0, 90, 180, or 270 degrees
DocStr23338;{0} will add this point after calling this method;{0} will add this point after calling this method
DocStr23339;the {0} that the link is coming from;the {0} that the link is coming from
DocStr23340;the {0} that the link is going to;the {0} that the link is going to
DocStr23341;{0} is responsible for adding the first two and the last two points of the stroke, including {1} and {2}. This method is responsible for adding any additional points in the middle of the stroke. This method calls {3} to determine the distance of the middle segment between the two ports. It also tries to avoid the source node and the destination node. When the {4} property is not {5}, this method uses another, more computationally expensive, method for determining the proper path of the link, which may have many segments;{0} is responsible for adding the first two and the last two points of the stroke, including {1} and {2}. This method is responsible for adding any additional points in the middle of the stroke. This method calls {3} to determine the distance of the middle segment between the two ports. It also tries to avoid the source node and the destination node. When the {4} property is not {5}, this method uses another, more computationally expensive, method for determining the proper path of the link, which may have many segments
DocStr23342;This method is called by {0} to determine the distance of the middle segment between the two ports;This method is called by {0} to determine the distance of the middle segment between the two ports
DocStr23343;The first point's X or Y coordinate, depending on the direction;The first point's X or Y coordinate, depending on the direction
DocStr23344;The last point's X or Y coordinate, depending on the direction;The last point's X or Y coordinate, depending on the direction
DocStr23345;Whether the mid-position is along the vertical axis or horizontal;Whether the mid-position is along the vertical axis or horizontal
DocStr23346;By default this returns the midpoint between the two coordinates;By default this returns the midpoint between the two coordinates
DocStr23347;Find the index of the segment that is closest to a given point;Find the index of the segment that is closest to a given point
DocStr23348;the {0}, in model coordinates;the {0}, in model coordinates
DocStr23349;The index of the segment, from zero to the number of points minus 2;The index of the segment, from zero to the number of points minus 2
DocStr23350;This assumes the route only has straight line segments. It ignores any jump-overs or jump-gaps;This assumes the route only has straight line segments. It ignores any jump-overs or jump-gaps
DocStr23351;Gets the {0} for this {1};Gets the {0} for this {1}
DocStr23352;This is the cached value of {0};This is the cached value of {0}
